id,title,hotelstars,timezone,price,duration,climate,country,countryId,temperatura,landscape,type,transport,cluster
16,Hotel Jaz Lamaya Resort,0.75,0.6428571428571428,0.25583482944344704,0.42857142857142855,Śródziemnomorski,Egipt,0.625,0.33333333333333326,0.125,0.0,1.0,19
17,Hotel Yasmin Resort,0.75,0.7142857142857143,0.18491921005385997,0.42857142857142855,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
18,Hotel Trendy Aspendos Beach,0.75,0.7142857142857143,0.19569120287253144,0.2857142857142857,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
19,Aquaworld Belek By MP Hotels,0.75,0.7142857142857143,0.1583482944344704,0.21428571428571425,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
20,Aska Lara,0.75,0.7142857142857143,0.17118491921005388,0.2857142857142857,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
21,Turunc Resort,0.75,0.7142857142857143,0.1967684021543986,0.2857142857142857,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
22,Sealight Family Club,0.5,0.7142857142857143,0.2180430879712747,0.49999999999999994,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,13
23,Sealight Resort Kudasi,0.75,0.7142857142857143,0.22926391382405747,0.42857142857142855,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
24,Sunrise Resort Hotel,0.75,0.7142857142857143,0.24955116696588872,0.42857142857142855,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
25,Starlight Resort Hotel,0.75,0.7142857142857143,0.2570915619389587,0.42857142857142855,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
26,Labranda Ephesus Princess,0.75,0.7142857142857143,0.28052064631956913,0.5714285714285714,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
